Variety	BPH	Days	Position	Resolution	Cover	Pot	Replicate	Score	394.399994	396.809998	399.220001	401.630005	404.040009	406.450012	408.859985	411.269989	413.690002	416.100006	418.519989	420.940002	423.359985	425.779999	428.200012	430.619995	433.040009	435.470001	437.890015	440.320007	442.75	445.179993	447.609985	450.040009	452.470001	454.899994	457.329987	459.769989	462.209991	464.640015	467.079987	469.519989	471.959991	474.399994	476.839996	479.290009	481.730011	484.179993	486.630005	489.070007	491.519989	493.970001	496.420013	498.880005	501.329987	503.779999	506.23999	508.700012	511.149994	513.609985	516.070007	518.530029	520.98999	523.460022	525.919983	528.390015	530.849976	533.320007	535.789978	538.26001	540.72998	543.200012	545.669983	548.150024	550.619995	553.099976	555.570007	558.049988	560.530029	563.01001	565.48999	567.97998	570.460022	572.940002	575.429993	577.919983	580.400024	582.890015	585.380005	587.869995	590.369995	592.859985	595.349976	597.849976	600.340027	602.840027	605.340027	607.840027	610.340027	612.840027	615.349976	617.849976	620.349976	622.859985	625.369995	627.880005	630.390015	632.900024	635.409973	637.919983	640.429993	642.950012	645.460022	647.97998	650.5	653.02002	655.539978	658.059998	660.580017	663.109985	665.630005	668.159973	670.679993	673.210022	675.73999	678.27002	680.799988	683.330017	685.859985	688.400024	690.929993	693.469971	696.01001	698.549988	701.090027	703.630005	706.169983	708.710022	711.25	713.799988	716.349976	718.890015	721.440002	723.98999	726.539978	729.090027	731.640015	734.200012	736.75	739.309998	741.859985	744.419983	746.97998	749.539978	752.099976	754.659973	757.22998	759.789978	762.359985	764.919983	767.48999	770.059998	772.630005	775.200012	777.77002	780.349976	782.919983	785.5	788.070007	790.650024	793.22998	795.809998	798.390015	800.969971	803.549988	806.130005	808.719971	811.309998	813.890015	816.47998	819.070007	821.659973	824.25	826.840027	829.440002	832.030029	834.630005	837.219971	839.820007	842.419983	845.02002	847.619995	850.219971	852.830017	855.429993	858.039978	860.640015	863.25	865.859985	868.469971	871.080017	873.690002	876.299988	878.919983	881.530029	884.150024	886.77002	889.380005	892	894.619995	897.23999	899.869995	902.48999	905.119995	907.73999	910.369995	913	915.630005	918.26001	920.890015	923.52002	926.150024	928.789978	931.419983	934.059998	936.700012	939.330017	941.969971	944.619995	947.26001	949.900024	952.539978	955.190002	957.840027	960.47998	963.130005	965.780029	968.429993	971.080017	973.73999	976.390015	979.039978	981.700012	984.359985	987.02002	989.679993	992.340027	995	997.659973	1000.320007	1002.98999	1005.650024	1008.320007	1010.98999	1013.659973	1016.330017	1019	1021.669983	1024.339966	1027.02002	1029.689941	1032.369995	1035.050049	1037.72998	1040.400024	1043.089966
IR56	不接虫	day10	茎下	清晰	不罩	1	1	1	0.100396	0.084385	0.059877	0.069085	0.056099	0.049132	0.043642	0.048617	0.040329	0.049878	0.037864	0.043221	0.041237	0.041501	0.040496	0.039846	0.040544	0.038176	0.040636	0.044855	0.042836	0.043246	0.045352	0.044086	0.042579	0.043592	0.045769	0.044397	0.043772	0.044842	0.043486	0.045445	0.046669	0.04398	0.043165	0.044996	0.044439	0.042736	0.042673	0.043187	0.045759	0.046058	0.046086	0.045709	0.048138	0.053826	0.056015	0.057936	0.063677	0.069818	0.075291	0.081392	0.088277	0.098818	0.108396	0.117266	0.121189	0.12687	0.13292	0.136489	0.140727	0.148626	0.153568	0.156284	0.157672	0.161565	0.162513	0.163014	0.164171	0.165489	0.166635	0.164986	0.161934	0.16168	0.157271	0.15627	0.152796	0.148246	0.148733	0.146565	0.145467	0.144151	0.143564	0.144782	0.144782	0.143198	0.142085	0.138502	0.136722	0.131496	0.131969	0.127322	0.125156	0.118611	0.120018	0.121774	0.119209	0.119324	0.11548	0.112926	0.107767	0.102587	0.097662	0.091533	0.08746	0.085182	0.08541	0.078664	0.078163	0.073333	0.07077	0.068347	0.068891	0.067423	0.067496	0.066033	0.070021	0.072046	0.076148	0.085805	0.098588	0.122695	0.149303	0.181147	0.213741	0.241559	0.268969	0.298963	0.322173	0.349918	0.373523	0.396988	0.416681	0.433081	0.448061	0.465618	0.472846	0.480787	0.485089	0.488745	0.488535	0.492947	0.497988	0.49066	0.496039	0.495206	0.48169	0.483408	0.487859	0.489117	0.485361	0.485749	0.486699	0.485498	0.483938	0.48214	0.481738	0.485876	0.483972	0.479728	0.481369	0.480333	0.480587	0.477795	0.47587	0.473673	0.474971	0.472018	0.474141	0.47164	0.47143	0.466782	0.476418	0.47072	0.467402	0.468533	0.465203	0.470411	0.465949	0.466868	0.462142	0.462201	0.46272	0.458245	0.458959	0.453836	0.461637	0.456437	0.456672	0.454814	0.458594	0.458399	0.456754	0.455036	0.457435	0.444399	0.446282	0.453001	0.449484	0.445928	0.44504	0.448649	0.446945	0.442939	0.443947	0.437822	0.434382	0.433847	0.435095	0.436129	0.441557	0.445002	0.437184	0.438668	0.435274	0.424564	0.439047	0.433195	0.423264	0.427439	0.427559	0.423359	0.416913	0.426419	0.424986	0.412874	0.417666	0.418341	0.423151	0.41768	0.42049	0.419897	0.419469	0.405103	0.417977	0.410722	0.403597	0.409704	0.395477	0.416088	0.427011	0.408165	0.40476	0.403292	0.381268	0.405816	0.400468	0.395314	0.407611	0.380827	0.388898	0.4146	0.357813	0.374102	0.36589699999999997	0.376065
IR56	不接虫	day10	茎下	清晰	不罩	1	2	1	0.141682	0.093828	0.073892	0.072031	0.06154	0.054566	0.047496	0.044161	0.036989	0.038257	0.037318	0.036416	0.03766	0.039826	0.034579	0.036172	0.039733	0.03856	0.032907	0.038574	0.037791	0.037323	0.03518	0.035278	0.038738	0.039926	0.042821	0.041807	0.039148	0.039964	0.040439	0.039324	0.039659	0.038744	0.039573	0.039504	0.040399	0.040335	0.04041	0.040658	0.041394	0.043598	0.044045	0.046122	0.047327	0.050547	0.054965	0.05948	0.066723	0.072794	0.080329	0.088253	0.09865	0.106381	0.114219	0.121993	0.13023	0.133991	0.141144	0.144563	0.149805	0.155723	0.15978	0.163578	0.163929	0.168644	0.16973	0.172731	0.172949	0.177141	0.176201	0.172553	0.176696	0.172052	0.166592	0.167316	0.164244	0.161525	0.160115	0.153484	0.153946	0.153393	0.152781	0.153043	0.153815	0.151743	0.151884	0.146055	0.141432	0.140082	0.13698	0.131584	0.128014	0.125635	0.125847	0.127846	0.127182	0.125924	0.123228	0.116844	0.112213	0.10556	0.10058	0.091628	0.087593	0.08508	0.083141	0.07974	0.075361	0.071121	0.06972	0.064702	0.063117	0.060295	0.062468	0.05962	0.065152	0.068854	0.075596	0.088056	0.106745	0.129744	0.16336	0.192739	0.223255	0.250297	0.273079	0.294785	0.317563	0.340406	0.359128	0.381299	0.396566	0.406848	0.418524	0.436807	0.441077	0.443372	0.45185	0.456327	0.453846	0.453189	0.45271	0.4559	0.455461	0.452128	0.450409	0.444426	0.450043	0.453512	0.448516	0.444253	0.448568	0.449	0.445704	0.446785	0.440797	0.449991	0.44347	0.444259	0.434379	0.443317	0.442715	0.438364	0.435325	0.435969	0.43303	0.433564	0.438184	0.443168	0.436111	0.430458	0.435957	0.429279	0.432083	0.428534	0.426285	0.426954	0.424464	0.423654	0.427065	0.420334	0.424467	0.419392	0.42731	0.417872	0.416096	0.413332	0.411216	0.412595	0.411235	0.414429	0.41689	0.417371	0.417506	0.411031	0.40864	0.405014	0.410256	0.401622	0.40579	0.408918	0.412667	0.408184	0.403717	0.400647	0.40657	0.40574	0.405429	0.399445	0.396059	0.397674	0.390964	0.3981	0.392033	0.407867	0.395421	0.392613	0.400381	0.397047	0.383568	0.388031	0.387012	0.384013	0.388432	0.391889	0.370432	0.378046	0.377015	0.390424	0.382774	0.376582	0.382821	0.379711	0.364737	0.362782	0.362229	0.374854	0.36705	0.376281	0.378683	0.373637	0.395566	0.368558	0.360126	0.364253	0.355254	0.341128	0.37879	0.375251	0.349864	0.38114	0.340071	0.353919	0.336923	0.325926
IR56	不接虫	day10	茎下	清晰	不罩	1	3	1	0.165912	0.148073	0.134515	0.110439	0.099469	0.115371	0.105325	0.10297	0.096409	0.095329	0.086308	0.082954	0.073882	0.065498	0.064837	0.057316	0.055699	0.049929	0.045996	0.046828	0.048254	0.04137	0.044408	0.044107	0.042083	0.043746	0.043149	0.042355	0.041694	0.042784	0.042137	0.04214	0.040413	0.040637	0.04054	0.041141	0.041016	0.040804	0.041281	0.040356	0.041435	0.041948	0.041483	0.044123	0.046837	0.051304	0.054409	0.057525	0.062067	0.068947	0.075326	0.082467	0.09065	0.099287	0.10799	0.116236	0.120408	0.129394	0.131732	0.13661	0.14191	0.147408	0.149032	0.153204	0.158877	0.159121	0.160519	0.162016	0.163834	0.161681	0.162824	0.160552	0.157021	0.153249	0.149908	0.144178	0.143078	0.139449	0.13527	0.131757	0.12989	0.13106	0.129163	0.129734	0.128015	0.128961	0.127081	0.124677	0.120565	0.117983	0.113089	0.109911	0.107921	0.104571	0.105399	0.105697	0.104984	0.10685	0.104125	0.099237	0.09717	0.090913	0.087181	0.082677	0.079594	0.078219	0.076591	0.072621	0.07024	0.06686	0.064496	0.064457	0.062338	0.061897	0.061757	0.064706	0.065565	0.070085	0.073886	0.084314	0.099882	0.120568	0.149629	0.177763	0.209924	0.239573	0.268918	0.297053	0.320745	0.345431	0.372433	0.39513	0.410964	0.430926	0.448951	0.460727	0.471487	0.482186	0.48957	0.492676	0.495558	0.496759	0.499657	0.497299	0.499044	0.497055	0.490528	0.489203	0.494642	0.498339	0.496612	0.497839	0.500298	0.496171	0.498984	0.500506	0.494516	0.499274	0.49694	0.495211	0.497053	0.493303	0.497619	0.495991	0.496697	0.499203	0.496897	0.492938	0.499512	0.498508	0.498672	0.493212	0.494867	0.494191	0.499522	0.493588	0.49341	0.492887	0.490441	0.491382	0.484278	0.489319	0.493146	0.492966	0.492806	0.48703	0.48491	0.490898	0.490677	0.483642	0.483946	0.486733	0.485465	0.496777	0.491876	0.481324	0.482165	0.490037	0.487891	0.486888	0.4862	0.486656	0.483291	0.481129	0.484397	0.482112	0.483438	0.483895	0.475893	0.476181	0.479704	0.471115	0.473646	0.467603	0.465305	0.470136	0.475059	0.465405	0.468139	0.458887	0.464972	0.465891	0.466365	0.455739	0.463354	0.452511	0.457506	0.459538	0.459843	0.458794	0.446436	0.467574	0.463406	0.453595	0.442903	0.441232	0.44484	0.448528	0.444624	0.451793	0.455479	0.453219	0.443195	0.443785	0.454603	0.425598	0.454042	0.449734	0.458618	0.442777	0.432956	0.414708	0.412814	0.429311	0.406892	0.409847
IR56	不接虫	day10	茎下	清晰	不罩	1	4	1	0.192607	0.190197	0.142367	0.118049	0.108471	0.117979	0.125614	0.1082	0.115781	0.108414	0.104377	0.09544	0.08648	0.086126	0.075184	0.071781	0.063598	0.061835	0.056924	0.055735	0.058977	0.056231	0.054237	0.056601	0.055077	0.054767	0.054152	0.05788	0.05595	0.054898	0.052819	0.055353	0.055039	0.054934	0.053772	0.054432	0.054614	0.05513	0.054736	0.055098	0.056559	0.059179	0.061568	0.064053	0.066151	0.070978	0.075109	0.08174	0.090422	0.097621	0.104389	0.11347	0.118344	0.12813	0.137105	0.14521	0.150357	0.15321100000000001	0.159519	0.163234	0.169924	0.176377	0.179937	0.185275	0.18806	0.193129	0.194962	0.195823	0.200888	0.202022	0.200178	0.202138	0.204213	0.200935	0.202991	0.198541	0.20195	0.198845	0.197484	0.192787	0.195154	0.196758	0.19722	0.193948	0.194775	0.195106	0.19374	0.189674	0.188787	0.185889	0.182414	0.175554	0.176652	0.173028	0.172664	0.174558	0.176251	0.173829	0.172257	0.168784	0.163023	0.155911	0.146563	0.141751	0.135266	0.132917	0.126571	0.122399	0.11935	0.109393	0.101457	0.096608	0.092559	0.091805	0.08985	0.089466	0.092531	0.101423	0.113802	0.132561	0.157077	0.187614	0.221444	0.254794	0.286043	0.313633	0.333606	0.35588	0.380826	0.395247	0.411319	0.423444	0.441914	0.443167	0.45112	0.464647	0.469694	0.468996	0.473738	0.472594	0.469443	0.469037	0.472912	0.474096	0.47176	0.469429	0.465585	0.462792	0.467479	0.46342	0.470873	0.469548	0.467147	0.470696	0.470898	0.467889	0.475	0.472021	0.471575	0.47191	0.468388	0.471328	0.473957	0.473646	0.475656	0.474517	0.472968	0.471154	0.470986	0.474014	0.472537	0.472106	0.473409	0.473351	0.472536	0.472265	0.469999	0.467924	0.468125	0.471196	0.46661	0.476509	0.475188	0.472766	0.467746	0.466862	0.473971	0.46846	0.469256	0.469053	0.470532	0.470567	0.474555	0.465495	0.473377	0.465905	0.46832	0.467671	0.463826	0.467996	0.470612	0.472674	0.468477	0.473294	0.471608	0.470175	0.46683	0.470837	0.456256	0.4645	0.460752	0.461349	0.459065	0.465058	0.462721	0.460552	0.460134	0.457511	0.459549	0.469391	0.454021	0.451261	0.457253	0.453788	0.452462	0.455762	0.459392	0.46277	0.442523	0.446195	0.464715	0.445509	0.452997	0.442593	0.453338	0.45775	0.45706	0.433696	0.444815	0.464259	0.433549	0.447165	0.436166	0.42359	0.420787	0.422692	0.425587	0.432065	0.445538	0.417855	0.426846	0.419482	0.411003	0.428838	0.399579	0.396284
IR56	不接虫	day10	茎下	清晰	不罩	1	5	1	0.112445	0.066352	0.082623	0.064593	0.044495	0.048396	0.036848	0.039054	0.031868	0.03201	0.02995	0.033131	0.030799	0.033526	0.030274	0.033377	0.03177	0.031409	0.031146	0.0316	0.029909	0.034684	0.031571	0.03226	0.031838	0.034588	0.033726	0.032388	0.032293	0.032954	0.032893	0.033164	0.03141	0.033067	0.033094	0.032697	0.033155	0.032562	0.033538	0.033303	0.034726	0.035924	0.037378	0.038497	0.040284	0.042302	0.045782	0.049509	0.054787	0.059952	0.066221	0.074332	0.08168	0.089573	0.097727	0.105591	0.110811	0.114525	0.120743	0.124217	0.128352	0.134351	0.138683	0.142444	0.143264	0.147813	0.149446	0.148618	0.150543	0.149971	0.149831	0.14795	0.145385	0.144276	0.137497	0.136315	0.135133	0.131537	0.127899	0.126468	0.12436	0.125051	0.122656	0.123679	0.124003	0.120314	0.119666	0.117931	0.113351	0.111763	0.109069	0.105179	0.101714	0.099956	0.100713	0.099756	0.098667	0.098486	0.098105	0.093864	0.090092	0.083669	0.077748	0.072017	0.068884	0.068392	0.066068	0.063895	0.059125	0.05539	0.054111	0.053072	0.051156	0.050396	0.051962	0.051222	0.053356	0.05816	0.063914	0.071569	0.088356	0.10981	0.13533	0.162531	0.19112	0.217617	0.240823	0.262123	0.286427	0.311222	0.325084	0.343907	0.36319	0.373434	0.385692	0.401395	0.412246	0.413243	0.41903	0.42785	0.431119	0.426607	0.43085	0.434681	0.434698	0.430697	0.423375	0.42002	0.424237	0.422149	0.427368	0.423798	0.422696	0.420074	0.421321	0.419952	0.422654	0.420008	0.416294	0.41872	0.415333	0.415966	0.41739	0.41679	0.414876	0.415723	0.41767	0.413256	0.411898	0.408315	0.410839	0.412537	0.410093	0.404234	0.410207	0.409151	0.408561	0.406483	0.399461	0.399188	0.402782	0.402159	0.398011	0.398721	0.395589	0.398328	0.397639	0.400936	0.396396	0.39488	0.390681	0.394819	0.399063	0.394988	0.397267	0.388212	0.386781	0.388064	0.385552	0.387815	0.386199	0.38377	0.387437	0.387603	0.38759	0.381025	0.380554	0.379414	0.376208	0.38007	0.382924	0.385137	0.375788	0.371247	0.375964	0.380375	0.373258	0.37773	0.364516	0.355561	0.368628	0.36204	0.364628	0.364934	0.356894	0.362325	0.372252	0.363975	0.355377	0.361451	0.36319	0.363525	0.36043	0.352437	0.36214	0.362125	0.343301	0.359164	0.353132	0.347306	0.339512	0.348963	0.346447	0.34562	0.357273	0.36826	0.340262	0.341467	0.34206	0.323398	0.339114	0.351753	0.342146	0.351129	0.332236	0.358845
IR56	不接虫	day10	茎下	清晰	不罩	1	6	1	0.102769	0.064866	0.082354	0.043837	0.064509	0.052245	0.043537	0.043803	0.03603	0.036738	0.042432	0.042659999999999997	0.036441	0.043527	0.044001	0.039256	0.036824	0.040664	0.036154	0.040806	0.039225	0.043794	0.044189	0.043321	0.044809	0.044904	0.043367	0.046329	0.04633	0.045142	0.044637	0.045427	0.043749	0.044233	0.04471	0.044682	0.045714	0.044934	0.046388	0.048192	0.047362	0.049167	0.049082	0.053524	0.056546	0.061154	0.064564	0.070661	0.077838	0.086586	0.095094	0.107481	0.115588	0.127742	0.138747	0.148499	0.156977	0.168042	0.172355	0.176277	0.184044	0.19177	0.194177	0.198344	0.20235	0.206096	0.207707	0.20996	0.210389	0.211093	0.208411	0.205269	0.201573	0.201218	0.195295	0.195533	0.18989	0.185294	0.182195	0.176274	0.177405	0.174357	0.173357	0.170984	0.171691	0.170138	0.168117	0.164653	0.160712	0.157173	0.150196	0.14594	0.14219300000000001	0.137965	0.140125	0.140139	0.137893	0.137208	0.132446	0.128885	0.120425	0.114437	0.105702	0.101339	0.096562	0.093201	0.089379	0.085652	0.081971	0.077329	0.071356	0.068361	0.067066	0.065756	0.063738	0.065071	0.065962	0.071093	0.078661	0.088817	0.11084	0.135336	0.167332	0.199224	0.23345	0.265517	0.291451	0.314458	0.345131	0.370852	0.390527	0.408729	0.424188	0.443263	0.457224	0.467741	0.481486	0.48746	0.493871	0.495332	0.500229	0.500462	0.499626	0.502966	0.499538	0.497031	0.490438	0.479701	0.482879	0.486535	0.4815	0.485279	0.48125	0.477704	0.485647	0.47845	0.477018	0.477757	0.476083	0.472385	0.473931	0.474589	0.470543	0.469567	0.469488	0.472026	0.465326	0.468556	0.461162	0.462564	0.462925	0.46102	0.462107	0.462634	0.455365	0.455385	0.455711	0.445269	0.454999	0.447906	0.448638	0.450598	0.43994	0.447512	0.448986	0.444661	0.44483	0.436633	0.439124	0.442553	0.439457	0.438093	0.439603	0.434742	0.436411	0.437782	0.435606	0.429628	0.432689	0.430259	0.42947	0.425201	0.423282	0.42623	0.42271	0.428459	0.429232	0.427803	0.423125	0.42178	0.413983	0.417368	0.4172	0.41484	0.412023	0.412009	0.425829	0.413182	0.417981	0.414323	0.397131	0.414385	0.419157	0.397466	0.401844	0.401372	0.401543	0.405469	0.405064	0.399166	0.393465	0.378817	0.396434	0.395104	0.390998	0.395377	0.407477	0.388613	0.38174	0.403532	0.389412	0.386862	0.388923	0.396366	0.3573	0.381765	0.372162	0.373083	0.370998	0.376146	0.363246	0.389072	0.360741	0.360118	0.389001	0.358954
IR56	不接虫	day10	茎中	清晰	不罩	1	1	1	0.10619	0.084669	0.091774	0.054682	0.055192	0.051865	0.053674	0.055043	0.043025	0.042954	0.048481	0.042223	0.047911	0.047008	0.044385	0.044509	0.044617	0.045365	0.041255	0.043198	0.043379	0.04453	0.047747	0.048425	0.049359	0.053555	0.053133	0.054549	0.051817	0.053362	0.051479	0.052986	0.053052	0.054104	0.053582	0.05357	0.053547	0.055172	0.055565	0.055225	0.056695	0.059383	0.060854	0.062453	0.067548	0.073089	0.07931	0.088397	0.096492	0.106072	0.119102	0.130465	0.146406	0.158223	0.17242	0.184129	0.190657	0.200471	0.204293	0.209881	0.220893	0.228515	0.231871	0.238755	0.242257	0.241604	0.247602	0.250851	0.253282	0.256801	0.254464	0.25244	0.255687	0.245199	0.24264	0.241573	0.237307	0.233368	0.228097	0.225557	0.222909	0.220804	0.222835	0.221015	0.219714	0.219953	0.217567	0.210898	0.207477	0.200456	0.197115	0.190732	0.184816	0.182406	0.18059	0.182054	0.178969	0.17705	0.174607	0.16814	0.158998	0.147391	0.135957	0.129647	0.123324	0.116374	0.113612	0.10746	0.101292	0.092358	0.089002	0.083173	0.08059	0.077903	0.078475	0.081021	0.081195	0.089564	0.100203	0.119309	0.145562	0.180065	0.222592	0.265715	0.307136	0.345044	0.377788	0.408888	0.435192	0.464212	0.484462	0.507467	0.535119	0.552892	0.564513	0.575481	0.583359	0.592286	0.598946	0.59556	0.596818	0.598943	0.596452	0.595814	0.595721	0.587963	0.585867	0.585263	0.580282	0.579329	0.584276	0.58204	0.577014	0.579931	0.574029	0.578126	0.577037	0.571568	0.572117	0.57175	0.56527	0.558133	0.564122	0.562014	0.557322	0.563014	0.562643	0.559401	0.561049	0.552046	0.557281	0.549281	0.551545	0.548966	0.539733	0.547263	0.548854	0.543391	0.538815	0.538786	0.538643	0.532749	0.536466	0.534861	0.534764	0.532724	0.526395	0.52736	0.526642	0.531059	0.524418	0.519272	0.519932	0.526434	0.522067	0.525644	0.523164	0.515233	0.522153	0.518613	0.519398	0.514246	0.519049	0.512873	0.506227	0.504732	0.505268	0.50338	0.508476	0.501439	0.507566	0.507272	0.506782	0.502323	0.493656	0.495115	0.493349	0.4996	0.485167	0.487107	0.48591	0.490583	0.486262	0.482169	0.473805	0.482228	0.478784	0.479409	0.481579	0.479568	0.480983	0.479176	0.458937	0.476899	0.451755	0.472818	0.466866	0.474294	0.45715	0.44808	0.480644	0.464447	0.464045	0.473852	0.477967	0.457228	0.446103	0.4583	0.438256	0.4352	0.444606	0.440525	0.42074	0.430427	0.420555	0.399895
IR56	不接虫	day10	茎中	清晰	不罩	1	2	1	0.137534	0.071286	0.060346	0.064844	0.041925	0.050276	0.044771	0.041902	0.045588	0.035155	0.034269	0.038451	0.043387	0.038405	0.040177	0.0383	0.037714	0.039195	0.040849	0.041705	0.041924	0.040072	0.044594	0.044279	0.045513	0.046943	0.048334	0.049455	0.047314	0.05004	0.046302	0.051097	0.048853	0.049445	0.049755	0.051777	0.048163	0.051246	0.051105	0.049991	0.052592	0.053172	0.057247	0.057408	0.060171	0.065915	0.067734	0.075841	0.082004	0.089164	0.097802	0.104835	0.114392	0.126554	0.137451	0.142032	0.152552	0.158152	0.16082	0.164102	0.171149	0.178702	0.185763	0.186	0.191962	0.193531	0.19570100000000001	0.1984	0.200947	0.200281	0.201228	0.201502	0.202199	0.197312	0.195523	0.192964	0.19132	0.188364	0.185297	0.18416	0.182684	0.181787	0.18379	0.180931	0.181979	0.180656	0.181826	0.175745	0.168741	0.168761	0.163839	0.160804	0.156298	0.152815	0.153533	0.15259	0.150488	0.150135	0.147522	0.142805	0.132475	0.129104	0.120818	0.114346	0.107506	0.103919	0.101584	0.097642	0.093715	0.08612	0.079487	0.077036	0.075502	0.071066	0.070523	0.071297	0.073193	0.078678	0.087508	0.0993	0.118742	0.14429	0.175308	0.208452	0.235536	0.267428	0.288106	0.31345	0.335761	0.361617	0.381043	0.40014	0.418713	0.430151	0.443502	0.455358	0.461729	0.47573	0.476113	0.476203	0.47976799999999997	0.480109	0.481546	0.484925	0.484758	0.484393	0.477604	0.4748	0.480888	0.478089	0.480223	0.479469	0.476858	0.477428	0.477	0.47568	0.4751	0.472626	0.474988	0.471035	0.471146	0.468484	0.466744	0.467423	0.46741	0.472016	0.464437	0.467279	0.462453	0.459807	0.459276	0.461779	0.4549	0.456362	0.450819	0.457144	0.452139	0.451459	0.448902	0.452174	0.44479	0.443669	0.450662	0.447635	0.448845	0.446584	0.442067	0.443172	0.443735	0.440767	0.446294	0.445276	0.438489	0.441458	0.433535	0.433933	0.431443	0.435167	0.429883	0.433187	0.429281	0.430463	0.428194	0.427509	0.427512	0.426102	0.428381	0.425761	0.420819	0.42528	0.419451	0.422811	0.423246	0.422328	0.4192	0.412687	0.425534	0.418936	0.423028	0.415406	0.414577	0.403521	0.404026	0.413267	0.407465	0.413246	0.413351	0.403373	0.426601	0.413621	0.402966	0.405667	0.414577	0.394008	0.404119	0.384686	0.401975	0.389582	0.389768	0.392867	0.394854	0.415502	0.377258	0.393788	0.388167	0.388935	0.395054	0.357924	0.394582	0.362797	0.379393	0.381784	0.383616	0.351371	0.38346	0.325113
IR56	不接虫	day10	茎中	清晰	不罩	1	3	1	0.125504	0.098098	0.086225	0.072407	0.054915	0.048038	0.044914	0.04546	0.039938	0.046214	0.049068	0.042134	0.043471	0.043257	0.047588	0.045747	0.046572	0.045101	0.040623	0.045516	0.046538	0.048913	0.051697	0.050509	0.053374	0.058735	0.055134	0.05688	0.056056	0.057488	0.058643	0.056637	0.056008	0.058284999999999997	0.059956	0.058804	0.056678	0.058972	0.061423	0.060844	0.061889	0.065315	0.067648	0.071684	0.077278	0.082389	0.088564	0.094278	0.103834	0.11315	0.125729	0.137321	0.147904	0.157693	0.16949	0.179153	0.187637	0.196204	0.201066	0.206134	0.209889	0.221436	0.226551	0.23275	0.237218	0.238245	0.245186	0.245156	0.249859	0.250184	0.253614	0.254373	0.251916	0.244155	0.242898	0.243145	0.238528	0.238589	0.233576	0.230564	0.231286	0.229631	0.229477	0.226451	0.229445	0.228726	0.229977	0.220347	0.213679	0.211335	0.206961	0.201327	0.196097	0.191587	0.191085	0.190444	0.189833	0.185974	0.183139	0.175987	0.171276	0.164187	0.151106	0.140415	0.134935	0.132862	0.125306	0.121731	0.11304	0.106963	0.09892	0.092715	0.089345	0.086427	0.083902	0.084608	0.089124	0.097061	0.107181	0.125392	0.151135	0.185308	0.222851	0.263114	0.298057	0.328422	0.353919	0.382856	0.406557	0.427718	0.453801	0.471183	0.485204	0.501367	0.516301	0.524418	0.534434	0.540115	0.543638	0.540854	0.544316	0.538098	0.540519	0.54212	0.544859	0.541888	0.532615	0.53002	0.532563	0.535513	0.530522	0.533458	0.530298	0.534647	0.5325	0.533354	0.53641	0.530392	0.531404	0.534808	0.529461	0.531338	0.528888	0.528293	0.529805	0.525674	0.530576	0.523931	0.52529	0.519689	0.523711	0.517111	0.518269	0.516866	0.517631	0.509663	0.516446	0.514106	0.508472	0.513297	0.513228	0.50889	0.50732	0.506049	0.509939	0.511615	0.507184	0.502515	0.504689	0.501253	0.498039	0.495238	0.503157	0.502704	0.502388	0.497035	0.501159	0.495107	0.489162	0.496532	0.494355	0.495739	0.495515	0.493406	0.496058	0.48536	0.489621	0.49257	0.485097	0.481293	0.479223	0.480499	0.481354	0.483298	0.473337	0.478385	0.475819	0.468592	0.467988	0.458352	0.465341	0.466546	0.45918	0.470186	0.454736	0.458877	0.445322	0.451927	0.458632	0.452697	0.45814	0.45564	0.443232	0.448477	0.453037	0.453342	0.453485	0.443996	0.457243	0.440723	0.443584	0.438372	0.443752	0.431976	0.424426	0.422468	0.408851	0.416313	0.428013	0.418801	0.437998	0.439637	0.403885	0.410325	0.420353	0.415431
